lag,gaussian,bernoulli,average
lag 159,8691.199705101017,8625.684309090804,8658.44200709591
lag 160,8684.791126707834,8713.600264191078,8699.195695449456
lag 161,8603.167269145497,8774.568158543218,8688.867713844356
lag 162,8732.661632879881,8881.599693499633,8807.130663189757
lag 163,8751.852545941485,8554.646904634092,8653.249725287787
lag 164,8883.105003586985,9147.111590294462,9015.108296940723
lag 165,8951.247656246269,9027.903424272308,8989.575540259288
lag 166,8802.997914976411,8547.821001294655,8675.409458135533
lag 167,8740.580391699976,8794.111523470394,8767.345957585185
lag 168,8666.094026788463,8760.64288048222,8713.368453635343
lag 169,8752.98051652968,8852.616471859426,8802.798494194554
lag 170,8456.34576169131,8562.968996170097,8509.657378930704
lag 171,8728.300411604574,8880.011362315214,8804.155886959894
lag 172,8793.0327461667,8932.438039448109,8862.735392807404
lag 173,8733.742095301694,8832.978894705875,8783.360495003784
lag 174,8497.534106730347,8471.762630869373,8484.648368799859
lag 175,8533.357670774836,8541.636449516918,8537.497060145877
lag 176,8827.571660650781,8558.996825516148,8693.284243083464
lag 177,8813.30307953525,8790.28754075331,8801.79531014428
lag 178,8705.730044353346,8689.72925516111,8697.729649757228
lag 179,8942.108943940011,8922.453061388744,8932.281002664378
lag 180,8301.641923183877,8828.45470023861,8565.048311711244
lag 181,8702.641665947822,8510.773463570376,8606.7075647591
lag 182,8489.184187079041,8562.354266685836,8525.76922688244
lag 183,8729.554886739901,8969.745128925797,8849.65000783285
lag 184,8500.589900525321,8465.836103849175,8483.213002187247
lag 185,8365.830890911806,8796.262008546406,8581.046449729107
lag 186,9001.248281004893,8776.822870715025,8889.035575859958
lag 187,8638.025811549785,8634.725191129124,8636.375501339455
lag 188,8585.785849836617,9007.11184392754,8796.448846882078
lag 189,8369.76075189959,8604.873892532109,8487.31732221585
lag 190,8708.195815507603,8743.571734116205,8725.883774811904
lag 191,8730.57944572311,8535.726069698449,8633.152757710779
lag 192,8376.622299997207,8281.194449475159,8328.908374736184
lag 193,8717.445358188357,8834.336496684156,8775.890927436256
lag 194,8421.549929329165,8589.980083737017,8505.76500653309
lag 195,8462.930445492579,8504.050812299589,8483.490628896085
lag 196,8607.657724950384,8750.189473512459,8678.92359923142
lag 197,8589.918791900294,8587.423235695533,8588.671013797913
lag 198,8537.503150592172,8592.377991590378,8564.940571091276
lag 199,8381.795089337118,8683.531531084316,8532.663310210717
lag 200,8844.293381292988,8550.084632307344,8697.189006800167
lag 201,8761.511600029004,8429.432344128965,8595.471972078984
lag 202,8289.55659287498,8723.94888288746,8506.75273788122
lag 203,8581.391462474405,8544.350083854724,8562.870773164565
lag 204,8872.12583398531,8682.436091284788,8777.28096263505
lag 205,8596.887398334537,8258.616392672606,8427.75189550357
lag 206,8730.21600884549,8277.386228134841,8503.801118490166
lag 207,8694.88480647328,8600.7658700884,8647.82533828084
lag 208,8792.023262067487,8556.439750773745,8674.231506420616
lag 209,8674.898078236289,8822.800542684794,8748.84931046054
lag 210,8752.76745057159,8467.594374705008,8610.180912638298
lag 211,8614.258626033432,8507.350877600302,8560.804751816868
lag 212,8345.016452153677,8817.810244201542,8581.41334817761
lag 213,8748.282769076428,8596.50208287215,8672.392425974289
lag 214,8697.369929900657,8639.546049158933,8668.457989529794
lag 215,8279.766278375624,8427.976857069076,8353.87156772235
lag 216,8409.915700174892,8358.24300095394,8384.079350564416
lag 217,8544.026731358415,8371.178490791415,8457.602611074915
lag 218,8757.367622102987,8367.956185312441,8562.661903707714
lag 219,8428.339675420355,8468.979186579374,8448.659430999865
lag 220,8333.355807920901,8442.861181193994,8388.108494557448
lag 221,8192.071968158765,8114.291294856109,8153.1816315074375
lag 222,8364.463208114079,8479.685144946616,8422.074176530346
lag 223,8627.26238381804,8443.395909072055,8535.329146445049
lag 224,8413.671360909026,8695.929539403029,8554.800450156028
