lag,gaussian,bernoulli,average
lag 136,2150.192796757687,2257.5204306032483,2203.8566136804675
lag 137,2259.5663827545986,2197.5587983644095,2228.5625905595043
lag 138,2155.1266720260833,2188.5640263014225,2171.845349163753
lag 139,2174.9049969195285,2162.6136941652394,2168.759345542384
lag 140,2143.649541494989,2061.0814657497826,2102.365503622386
lag 141,2186.3534085135525,2205.7706375835537,2196.062023048553
lag 142,2143.525510530265,2155.8777906256228,2149.701650577944
lag 143,2248.7443812745405,2227.1754202171737,2237.9599007458573
lag 144,2192.2675643076004,2268.9175216128306,2230.5925429602157
lag 145,2143.771081936456,2247.680569848307,2195.7258258923816
lag 146,2241.323440596317,2193.2796530080873,2217.301546802202
lag 147,2224.2934956157874,2268.5159155085603,2246.404705562174
lag 148,2125.674067837417,2161.848932108455,2143.761499972936
lag 149,2109.870572159433,2177.4166586933325,2143.643615426383
lag 150,2149.5754697707166,2098.1307035719224,2123.8530866713195
lag 151,2291.4735577726783,2124.2456133637415,2207.8595855682097
lag 152,2186.4818368327424,2147.3169682925845,2166.8994025626635
lag 153,2141.1053301058723,2161.2051776137037,2151.155253859788
lag 154,2069.9075715706226,2171.9541207516017,2120.930846161112
lag 155,2176.2619186890524,2176.3370092801033,2176.299463984578
lag 156,2182.751509169409,2173.0892656808624,2177.9203874251357
lag 157,2138.8752156263336,2154.6376339736294,2146.7564247999817
lag 158,2147.73556441758,2191.8312402063007,2169.7834023119403
lag 159,2154.0688215482396,2109.53528610641,2131.802053827325
lag 160,2149.484553889801,2111.1272033727114,2130.3058786312563
lag 161,2167.414356124746,2108.677753856494,2138.04605499062
lag 162,2165.1332102189303,2214.020889091058,2189.577049654994
lag 163,2086.7743430872492,2151.8617515766264,2119.318047331938
lag 164,2187.543830651598,2165.1047309746355,2176.3242808131167
lag 165,2195.7386972978265,2180.2953032587952,2188.0170002783107
lag 166,2064.339979149687,2138.1273579322406,2101.2336685409637
lag 167,2117.187810807297,2128.145284916759,2122.666547862028
lag 168,2119.6791461750877,2122.8285160713285,2121.2538311232083
lag 169,2139.549731588592,2163.731373748794,2151.640552668693
lag 170,2128.263546638157,2131.6073991365033,2129.9354728873304
lag 171,2199.5608717841637,2160.2187388917973,2179.8898053379808
lag 172,2211.2242710189885,2083.1429262577644,2147.1835986383767
lag 173,2206.696943016628,2103.53221562845,2155.114579322539
lag 174,2232.5831076263444,2170.4647055991836,2201.523906612764
lag 175,2218.855401375906,2092.1354790902233,2155.4954402330645
lag 176,2149.0685100628057,2126.714758256193,2137.8916341594995
lag 177,2126.2375567209992,2222.5161204138394,2174.3768385674193
lag 178,2062.042371243395,2201.658239769344,2131.8503055063693
lag 179,2165.920358141472,2123.160494279603,2144.5404262105376
lag 180,2196.337586128359,2124.6701466825534,2160.5038664054564
lag 181,2094.70525404835,2051.8015371767015,2073.2533956125258
lag 182,2166.162760735368,2109.9215114599274,2138.042136097648
lag 183,2175.8470370931936,2101.9204798313535,2138.8837584622734
lag 184,2133.0279488125284,2080.149700439869,2106.5888246261984
lag 185,2096.2559772422137,2103.363164361386,2099.8095708018
lag 186,2123.753317606192,2114.4066296646934,2119.079973635443
lag 187,2023.9787425460022,2207.162279070253,2115.5705108081274
lag 188,2122.475747273617,2159.7029784428646,2141.0893628582407
lag 189,2188.277010169134,2109.149875364264,2148.713442766699
lag 190,2135.0042126512344,2123.6544310009763,2129.329321826105
lag 191,2135.7756890290248,2106.413656631016,2121.0946728300205
lag 192,2070.4783551843566,2149.155223524358,2109.8167893543573
lag 193,2211.5428022152314,2197.486515835924,2204.5146590255777
lag 194,2145.614723393319,2124.410462978041,2135.01259318568
lag 195,2117.605033002722,2025.2966455399092,2071.4508392713155
lag 196,2080.8672061178277,2193.4079056591136,2137.1375558884706
lag 197,2068.7859884145937,2124.8494504482996,2096.8177194314467
lag 198,2131.8466559142853,2135.0117771213218,2133.4292165178035
lag 199,2149.3938700605295,2075.003828832311,2112.1988494464204
lag 200,2129.2660032159233,2187.6055075167897,2158.4357553663567
lag 201,2151.2575313542447,2147.1990128324437,2149.2282720933445
lag 202,2097.972783700711,2110.451568103728,2104.2121759022193
lag 203,2141.8351479061685,2123.7964795759854,2132.815813741077
lag 204,2051.2618905159998,2136.9174463258455,2094.089668420923
lag 205,2159.459510025531,2065.9455910929037,2112.7025505592173
